geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date_range,visitor_flows,pop_flows,policy,policy_type
51,15,-78.66634949,37.5108731,-158.1099738,20.9951112,05/18/20 - 05/24/20,68,1529,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,16,-78.66634949,37.5108731,-114.659414,44.38905509,05/18/20 - 05/24/20,171,3846,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,17,-78.66634949,37.5108731,-89.14863899,40.12420083,05/18/20 - 05/24/20,1436,32297,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,18,-78.66634949,37.5108731,-86.28183839,39.91986962,05/18/20 - 05/24/20,1668,37515,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,19,-78.66634949,37.5108731,-93.50009012,42.07464833,05/18/20 - 05/24/20,337,7579,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,20,-78.66634949,37.5108731,-98.3801554,38.48472707,05/18/20 - 05/24/20,333,7489,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,21,-78.66634949,37.5108731,-85.29055223,37.52661417,05/18/20 - 05/24/20,3062,68869,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,22,-78.66634949,37.5108731,-91.81423318,30.9090729,05/18/20 - 05/24/20,826,18577,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,23,-78.66634949,37.5108731,-69.20275986,45.27432853,05/18/20 - 05/24/20,246,5532,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,24,-78.66634949,37.5108731,-76.68717734,38.94649396,05/18/20 - 05/24/20,23381,525874,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,25,-78.66634949,37.5108731,-71.50397204,42.16009327,05/18/20 - 05/24/20,666,14979,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,26,-78.66634949,37.5108731,-85.73095291,44.8747736,05/18/20 - 05/24/20,1097,24673,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,27,-78.66634949,37.5108731,-94.1983056,46.34911038,05/18/20 - 05/24/20,332,7467,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,28,-78.66634949,37.5108731,-89.65335941,32.71289227,05/18/20 - 05/24/20,767,17250,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,29,-78.66634949,37.5108731,-92.4774252,38.36763044,05/18/20 - 05/24/20,1028,23121,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,30,-78.66634949,37.5108731,-109.645207,47.03342111,05/18/20 - 05/24/20,125,2811,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,31,-78.66634949,37.5108731,-99.81085586,41.52715113,05/18/20 - 05/24/20,215,4835,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,32,-78.66634949,37.5108731,-116.6552487,39.35618587,05/18/20 - 05/24/20,381,8569,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,33,-78.66634949,37.5108731,-71.57124317,43.68023706,05/18/20 - 05/24/20,226,5083,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,34,-78.66634949,37.5108731,-74.65561231,40.11017985,05/18/20 - 05/24/20,2251,50628,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,35,-78.66634949,37.5108731,-106.1084439,34.42130099,05/18/20 - 05/24/20,394,8861,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,36,-78.66634949,37.5108731,-75.59654322,42.92123355,05/18/20 - 05/24/20,2937,66057,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,37,-78.66634949,37.5108731,-79.13090892,35.52603039,05/18/20 - 05/24/20,46848,1053682,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,38,-78.66634949,37.5108731,-100.4693908,47.44631042,05/18/20 - 05/24/20,64,1439,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,39,-78.66634949,37.5108731,-82.70937701,40.41548691,05/18/20 - 05/24/20,3277,73704,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,40,-78.66634949,37.5108731,-97.50822793,35.58346465,05/18/20 - 05/24/20,736,16553,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,41,-78.66634949,37.5108731,-120.6052563,43.94045139,05/18/20 - 05/24/20,286,6432,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,42,-78.66634949,37.5108731,-77.83893801,40.89670051,05/18/20 - 05/24/20,6658,149748,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,44,-78.66634949,37.5108731,-71.52472356,41.5946389,05/18/20 - 05/24/20,118,2653,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,45,-78.66634949,37.5108731,-80.86459716,33.87785607,05/18/20 - 05/24/20,17009,382558,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,46,-78.66634949,37.5108731,-100.2033536,44.44664208,05/18/20 - 05/24/20,160,3598,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,47,-78.66634949,37.5108731,-86.34341233,35.84298014,05/18/20 - 05/24/20,26236,590087,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,48,-78.66634949,37.5108731,-99.31712097,31.44721219,05/18/20 - 05/24/20,4346,97748,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,49,-78.66634949,37.5108731,-111.67825,39.32376871,05/18/20 - 05/24/20,452,10166,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,50,-78.66634949,37.5108731,-72.66263037,44.07524823,05/18/20 - 05/24/20,96,2159,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,05/18/20 - 05/24/20,2003002,45050555,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,53,-78.66634949,37.5108731,-120.5928999,47.41163922,05/18/20 - 05/24/20,728,16373,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,54,-78.66634949,37.5108731,-80.6137069,38.6425671,05/18/20 - 05/24/20,8479,190705,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,55,-78.66634949,37.5108731,-89.73293306,44.63994411,05/18/20 - 05/24/20,308,6927,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,56,-78.66634949,37.5108731,-107.5513942,42.99953746,05/18/20 - 05/24/20,244,5487,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,72,-78.66634949,37.5108731,-66.41466678,18.21569834,05/18/20 - 05/24/20,24,539,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
1,51,-86.844521,32.75687994,-78.66634949,37.5108731,05/18/20 - 05/24/20,2189,27799,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
2,51,-151.2505488,63.78846948,-78.66634949,37.5108731,05/18/20 - 05/24/20,58,1913,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
4,51,-111.6644603,34.29309519,-78.66634949,37.5108731,05/18/20 - 05/24/20,724,16105,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
5,51,-92.43923686,34.89977242,-78.66634949,37.5108731,05/18/20 - 05/24/20,806,11556,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
6,51,-119.6638459,37.21530826,-78.66634949,37.5108731,05/18/20 - 05/24/20,2003,59252,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
8,51,-105.5478211,38.9985316,-78.66634949,37.5108731,05/18/20 - 05/24/20,594,13122,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
9,51,-72.73825768,41.57516415,-78.66634949,37.5108731,05/18/20 - 05/24/20,1158,31417,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
10,51,-75.45249263,38.99497529,-78.66634949,37.5108731,05/18/20 - 05/24/20,1240,28508,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
11,51,-77.0162909,38.90477389,-78.66634949,37.5108731,05/18/20 - 05/24/20,6417,228760,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
12,51,-82.46641839,28.47705841,-78.66634949,37.5108731,05/18/20 - 05/24/20,8816,144992,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
13,51,-83.42714021,32.63861711,-78.66634949,37.5108731,05/18/20 - 05/24/20,5982,94772,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
15,51,-158.1099738,20.9951112,-78.66634949,37.5108731,05/18/20 - 05/24/20,67,1798,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
16,51,-114.659414,44.38905509,-78.66634949,37.5108731,05/18/20 - 05/24/20,127,2809,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
17,51,-89.14863899,40.12420083,-78.66634949,37.5108731,05/18/20 - 05/24/20,2065,40831,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
18,51,-86.28183839,39.91986962,-78.66634949,37.5108731,05/18/20 - 05/24/20,1341,23855,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
19,51,-93.50009012,42.07464833,-78.66634949,37.5108731,05/18/20 - 05/24/20,484,7559,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
20,51,-98.3801554,38.48472707,-78.66634949,37.5108731,05/18/20 - 05/24/20,347,5564,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
21,51,-85.29055223,37.52661417,-78.66634949,37.5108731,05/18/20 - 05/24/20,2511,46967,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
22,51,-91.81423318,30.9090729,-78.66634949,37.5108731,05/18/20 - 05/24/20,693,11204,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
23,51,-69.20275986,45.27432853,-78.66634949,37.5108731,05/18/20 - 05/24/20,219,6666,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
24,51,-76.68717734,38.94649396,-78.66634949,37.5108731,05/18/20 - 05/24/20,36329,906768,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
25,51,-71.50397204,42.16009327,-78.66634949,37.5108731,05/18/20 - 05/24/20,1185,35833,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
26,51,-85.73095291,44.8747736,-78.66634949,37.5108731,05/18/20 - 05/24/20,1292,27536,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
27,51,-94.1983056,46.34911038,-78.66634949,37.5108731,05/18/20 - 05/24/20,400,8055,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
28,51,-89.65335941,32.71289227,-78.66634949,37.5108731,05/18/20 - 05/24/20,1173,17094,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
29,51,-92.4774252,38.36763044,-78.66634949,37.5108731,05/18/20 - 05/24/20,1137,18417,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
30,51,-109.645207,47.03342111,-78.66634949,37.5108731,05/18/20 - 05/24/20,137,3590,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
31,51,-99.81085586,41.52715113,-78.66634949,37.5108731,05/18/20 - 05/24/20,159,2477,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
32,51,-116.6552487,39.35618587,-78.66634949,37.5108731,05/18/20 - 05/24/20,208,4696,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
33,51,-71.57124317,43.68023706,-78.66634949,37.5108731,05/18/20 - 05/24/20,322,7957,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
34,51,-74.65561231,40.11017985,-78.66634949,37.5108731,05/18/20 - 05/24/20,4704,107846,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
35,51,-106.1084439,34.42130099,-78.66634949,37.5108731,05/18/20 - 05/24/20,134,3755,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
36,51,-75.59654322,42.92123355,-78.66634949,37.5108731,05/18/20 - 05/24/20,6503,171194,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
37,51,-79.13090892,35.52603039,-78.66634949,37.5108731,05/18/20 - 05/24/20,41614,761423,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
38,51,-100.4693908,47.44631042,-78.66634949,37.5108731,05/18/20 - 05/24/20,28,527,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
39,51,-82.70937701,40.41548691,-78.66634949,37.5108731,05/18/20 - 05/24/20,4727,85590,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
40,51,-97.50822793,35.58346465,-78.66634949,37.5108731,05/18/20 - 05/24/20,550,7786,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
41,51,-120.6052563,43.94045139,-78.66634949,37.5108731,05/18/20 - 05/24/20,216,5569,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
42,51,-77.83893801,40.89670051,-78.66634949,37.5108731,05/18/20 - 05/24/20,10090,238670,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
44,51,-71.52472356,41.5946389,-78.66634949,37.5108731,05/18/20 - 05/24/20,179,4903,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
45,51,-80.86459716,33.87785607,-78.66634949,37.5108731,05/18/20 - 05/24/20,5028,80238,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
46,51,-100.2033536,44.44664208,-78.66634949,37.5108731,05/18/20 - 05/24/20,81,1547,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
47,51,-86.34341233,35.84298014,-78.66634949,37.5108731,05/18/20 - 05/24/20,11429,183116,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
48,51,-99.31712097,31.44721219,-78.66634949,37.5108731,05/18/20 - 05/24/20,5060,78709,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
49,51,-111.67825,39.32376871,-78.66634949,37.5108731,05/18/20 - 05/24/20,270,5871,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
50,51,-72.66263037,44.07524823,-78.66634949,37.5108731,05/18/20 - 05/24/20,199,7252,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,05/18/20 - 05/24/20,2003002,45050555,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
53,51,-120.5928999,47.41163922,-78.66634949,37.5108731,05/18/20 - 05/24/20,423,10808,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
54,51,-80.6137069,38.6425671,-78.66634949,37.5108731,05/18/20 - 05/24/20,20961,463852,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
55,51,-89.73293306,44.63994411,-78.66634949,37.5108731,05/18/20 - 05/24/20,632,13132,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
56,51,-107.5513942,42.99953746,-78.66634949,37.5108731,05/18/20 - 05/24/20,91,2139,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
72,51,-66.41466678,18.21569834,-78.66634949,37.5108731,05/18/20 - 05/24/20,56,2864,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,1,-78.66634949,37.5108731,-86.844521,32.75687994,05/25/20 - 05/31/20,1867,37368,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,2,-78.66634949,37.5108731,-151.2505488,63.78846948,05/25/20 - 05/31/20,109,2181,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,4,-78.66634949,37.5108731,-111.6644603,34.29309519,05/25/20 - 05/31/20,1417,28361,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,5,-78.66634949,37.5108731,-92.43923686,34.89977242,05/25/20 - 05/31/20,609,12189,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,6,-78.66634949,37.5108731,-119.6638459,37.21530826,05/25/20 - 05/31/20,2325,46535,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,8,-78.66634949,37.5108731,-105.5478211,38.9985316,05/25/20 - 05/31/20,749,14991,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,9,-78.66634949,37.5108731,-72.73825768,41.57516415,05/25/20 - 05/31/20,674,13490,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,10,-78.66634949,37.5108731,-75.45249263,38.99497529,05/25/20 - 05/31/20,1816,36347,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,11,-78.66634949,37.5108731,-77.0162909,38.90477389,05/25/20 - 05/31/20,12991,260019,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,12,-78.66634949,37.5108731,-82.46641839,28.47705841,05/25/20 - 05/31/20,12314,246468,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,13,-78.66634949,37.5108731,-83.42714021,32.63861711,05/25/20 - 05/31/20,5894,117970,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,15,-78.66634949,37.5108731,-158.1099738,20.9951112,05/25/20 - 05/31/20,94,1881,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,16,-78.66634949,37.5108731,-114.659414,44.38905509,05/25/20 - 05/31/20,226,4523,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,17,-78.66634949,37.5108731,-89.14863899,40.12420083,05/25/20 - 05/31/20,1566,31343,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,18,-78.66634949,37.5108731,-86.28183839,39.91986962,05/25/20 - 05/31/20,1791,35847,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,19,-78.66634949,37.5108731,-93.50009012,42.07464833,05/25/20 - 05/31/20,425,8506,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,20,-78.66634949,37.5108731,-98.3801554,38.48472707,05/25/20 - 05/31/20,312,6244,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,21,-78.66634949,37.5108731,-85.29055223,37.52661417,05/25/20 - 05/31/20,2719,54421,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,22,-78.66634949,37.5108731,-91.81423318,30.9090729,05/25/20 - 05/31/20,894,17893,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,23,-78.66634949,37.5108731,-69.20275986,45.27432853,05/25/20 - 05/31/20,210,4203,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,24,-78.66634949,37.5108731,-76.68717734,38.94649396,05/25/20 - 05/31/20,25324,506867,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,25,-78.66634949,37.5108731,-71.50397204,42.16009327,05/25/20 - 05/31/20,620,12409,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,26,-78.66634949,37.5108731,-85.73095291,44.8747736,05/25/20 - 05/31/20,1035,20715,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,27,-78.66634949,37.5108731,-94.1983056,46.34911038,05/25/20 - 05/31/20,393,7866,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,28,-78.66634949,37.5108731,-89.65335941,32.71289227,05/25/20 - 05/31/20,744,14891,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,29,-78.66634949,37.5108731,-92.4774252,38.36763044,05/25/20 - 05/31/20,1113,22277,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,30,-78.66634949,37.5108731,-109.645207,47.03342111,05/25/20 - 05/31/20,113,2261,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,31,-78.66634949,37.5108731,-99.81085586,41.52715113,05/25/20 - 05/31/20,233,4663,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,32,-78.66634949,37.5108731,-116.6552487,39.35618587,05/25/20 - 05/31/20,346,6925,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,33,-78.66634949,37.5108731,-71.57124317,43.68023706,05/25/20 - 05/31/20,285,5704,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,34,-78.66634949,37.5108731,-74.65561231,40.11017985,05/25/20 - 05/31/20,2381,47656,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,35,-78.66634949,37.5108731,-106.1084439,34.42130099,05/25/20 - 05/31/20,400,8006,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,36,-78.66634949,37.5108731,-75.59654322,42.92123355,05/25/20 - 05/31/20,2979,59625,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,37,-78.66634949,37.5108731,-79.13090892,35.52603039,05/25/20 - 05/31/20,54216,1085150,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,38,-78.66634949,37.5108731,-100.4693908,47.44631042,05/25/20 - 05/31/20,104,2081,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,39,-78.66634949,37.5108731,-82.70937701,40.41548691,05/25/20 - 05/31/20,3417,68392,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,40,-78.66634949,37.5108731,-97.50822793,35.58346465,05/25/20 - 05/31/20,745,14911,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,41,-78.66634949,37.5108731,-120.6052563,43.94045139,05/25/20 - 05/31/20,283,5664,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,42,-78.66634949,37.5108731,-77.83893801,40.89670051,05/25/20 - 05/31/20,6407,128238,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,44,-78.66634949,37.5108731,-71.52472356,41.5946389,05/25/20 - 05/31/20,204,4083,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,45,-78.66634949,37.5108731,-80.86459716,33.87785607,05/25/20 - 05/31/20,18190,364078,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,46,-78.66634949,37.5108731,-100.2033536,44.44664208,05/25/20 - 05/31/20,199,3983,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,47,-78.66634949,37.5108731,-86.34341233,35.84298014,05/25/20 - 05/31/20,26368,527763,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,48,-78.66634949,37.5108731,-99.31712097,31.44721219,05/25/20 - 05/31/20,4420,88467,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,49,-78.66634949,37.5108731,-111.67825,39.32376871,05/25/20 - 05/31/20,467,9347,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,50,-78.66634949,37.5108731,-72.66263037,44.07524823,05/25/20 - 05/31/20,48,960,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,05/25/20 - 05/31/20,2116614,42364707,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,53,-78.66634949,37.5108731,-120.5928999,47.41163922,05/25/20 - 05/31/20,725,14511,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,54,-78.66634949,37.5108731,-80.6137069,38.6425671,05/25/20 - 05/31/20,9671,193568,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,55,-78.66634949,37.5108731,-89.73293306,44.63994411,05/25/20 - 05/31/20,502,10047,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,56,-78.66634949,37.5108731,-107.5513942,42.99953746,05/25/20 - 05/31/20,265,5304,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,72,-78.66634949,37.5108731,-66.41466678,18.21569834,05/25/20 - 05/31/20,54,1080,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
1,51,-86.844521,32.75687994,-78.66634949,37.5108731,05/25/20 - 05/31/20,2151,24547,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
2,51,-151.2505488,63.78846948,-78.66634949,37.5108731,05/25/20 - 05/31/20,68,1982,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
4,51,-111.6644603,34.29309519,-78.66634949,37.5108731,05/25/20 - 05/31/20,797,15271,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
5,51,-92.43923686,34.89977242,-78.66634949,37.5108731,05/25/20 - 05/31/20,767,9822,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
6,51,-119.6638459,37.21530826,-78.66634949,37.5108731,05/25/20 - 05/31/20,1969,49731,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
8,51,-105.5478211,38.9985316,-78.66634949,37.5108731,05/25/20 - 05/31/20,794,14809,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
9,51,-72.73825768,41.57516415,-78.66634949,37.5108731,05/25/20 - 05/31/20,1205,29052,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
10,51,-75.45249263,38.99497529,-78.66634949,37.5108731,05/25/20 - 05/31/20,1348,27318,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
11,51,-77.0162909,38.90477389,-78.66634949,37.5108731,05/25/20 - 05/31/20,6252,179424,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
12,51,-82.46641839,28.47705841,-78.66634949,37.5108731,05/25/20 - 05/31/20,9949,138789,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
13,51,-83.42714021,32.63861711,-78.66634949,37.5108731,05/25/20 - 05/31/20,6145,87676,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
15,51,-158.1099738,20.9951112,-78.66634949,37.5108731,05/25/20 - 05/31/20,71,1674,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
16,51,-114.659414,44.38905509,-78.66634949,37.5108731,05/25/20 - 05/31/20,85,1603,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
17,51,-89.14863899,40.12420083,-78.66634949,37.5108731,05/25/20 - 05/31/20,1966,33708,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
18,51,-86.28183839,39.91986962,-78.66634949,37.5108731,05/25/20 - 05/31/20,1314,20619,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
19,51,-93.50009012,42.07464833,-78.66634949,37.5108731,05/25/20 - 05/31/20,522,7223,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
20,51,-98.3801554,38.48472707,-78.66634949,37.5108731,05/25/20 - 05/31/20,322,4653,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
21,51,-85.29055223,37.52661417,-78.66634949,37.5108731,05/25/20 - 05/31/20,3089,50952,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
22,51,-91.81423318,30.9090729,-78.66634949,37.5108731,05/25/20 - 05/31/20,786,11053,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
23,51,-69.20275986,45.27432853,-78.66634949,37.5108731,05/25/20 - 05/31/20,265,7244,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
24,51,-76.68717734,38.94649396,-78.66634949,37.5108731,05/25/20 - 05/31/20,38776,846983,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
25,51,-71.50397204,42.16009327,-78.66634949,37.5108731,05/25/20 - 05/31/20,1187,31394,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
26,51,-85.73095291,44.8747736,-78.66634949,37.5108731,05/25/20 - 05/31/20,1402,26159,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
27,51,-94.1983056,46.34911038,-78.66634949,37.5108731,05/25/20 - 05/31/20,342,6063,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
28,51,-89.65335941,32.71289227,-78.66634949,37.5108731,05/25/20 - 05/31/20,1197,15649,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
29,51,-92.4774252,38.36763044,-78.66634949,37.5108731,05/25/20 - 05/31/20,1106,15628,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
30,51,-109.645207,47.03342111,-78.66634949,37.5108731,05/25/20 - 05/31/20,94,2138,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
